epoch,train_loss,train_acc
1,0.14961776216824849,0.825
2,0.14961565760771434,0.8333333333333334
3,0.14961327127615612,0.8166666666666667
4,0.14961124992370606,0.85
5,0.14960744941234588,0.8583333333333333
6,0.1496023114124934,0.9083333333333333
7,0.14959415801366172,0.8416666666666667
8,0.14957968028386434,0.7333333333333333
9,0.14950524751345318,0.8166666666666667
10,0.14901231869061787,0.7583333333333333
11,0.14756303850809732,1.0083333333333333
12,0.1463296507994334,1.5
13,0.14557350107034048,1.6833333333333333
14,0.14305989070733388,1.95
15,0.14114435597260794,2.525
16,0.1396429669459661,2.6333333333333333
17,0.13826745637257895,2.85
18,0.13713721811771393,3.3333333333333335
19,0.13581290634473164,3.566666666666667
20,0.13303788749376932,4.416666666666667
21,0.13075163787603378,5.191666666666666
22,0.12940796500444413,5.375
23,0.12757598255077998,6.35
24,0.12618777779738108,6.85
25,0.12491985311110815,7.208333333333333
26,0.12323643805583318,7.741666666666666
27,0.12199251685539882,8.616666666666667
28,0.12073902966578802,9.05
29,0.11948484285672506,9.733333333333333
30,0.1180626053015391,10.008333333333333
31,0.11683948117494583,10.916666666666666
32,0.11518473263581594,11.55
33,0.11333709059158961,12.325
34,0.11160922469695408,12.975
35,0.10932460393508275,13.841666666666667
36,0.10785328761736553,15.175
37,0.10575695047775904,15.933333333333334
38,0.10382612270116806,16.841666666666665
39,0.10217756462097168,18.15
40,0.10013866404692331,19.833333333333332
41,0.09729277171691258,21.375
42,0.09525253742933273,22.358333333333334
43,0.09275139909982681,23.95
44,0.09021574348211288,25.858333333333334
45,0.08717882517973582,27.141666666666666
46,0.08574496376514434,28.233333333333334
47,0.08278077721595764,30.741666666666667
48,0.07937573509414991,32.833333333333336
49,0.07577764375011126,35.458333333333336
50,0.07264546144008636,37.375
51,0.0692233607073625,39.7
52,0.06591466887791951,41.80833333333333
53,0.06223550885915756,44.775
54,0.058735744287570314,46.99166666666667
55,0.05427682455380758,50.65
56,0.049991756871342656,53.45
57,0.04649564698835214,56.725
58,0.04183400037388007,60.43333333333333
59,0.038331358099977175,63.425
60,0.035149577602744106,66.675
61,0.031111455435554186,69.8
62,0.027783465293546517,72.975
63,0.02589979581038157,75.19166666666666
64,0.02275087410956621,77.825
65,0.020357582736760377,79.93333333333334
66,0.018708177842199802,81.76666666666667
67,0.01587034316919744,84.55
68,0.014236223389705023,86.08333333333333
69,0.01337247142381966,86.89166666666667
70,0.012415694468344252,87.875
71,0.011579385288680593,89.00833333333334
72,0.010332656466091673,89.88333333333334
73,0.008704150232952089,91.525
74,0.008528043056838214,91.75833333333334
75,0.008185362170295168,92.14166666666667
76,0.007551417176456501,92.65833333333333
77,0.006904280803787212,93.30833333333334
78,0.006936584768972049,93.64166666666667
79,0.006260250819691767,94.14166666666667
80,0.006163472725932176,94.04166666666667
81,0.005025963187372933,95.16666666666667
82,0.005338722035366421,94.90833333333333
83,0.004945151996061516,95.06666666666666
84,0.004684627971611917,95.46666666666667
85,0.004139346365040789,96.03333333333333
86,0.00427063864217295,96.025
87,0.003962737203381645,96.46666666666667
88,0.0038161996061680838,96.625
89,0.003691702989434513,96.725
90,0.0031076357873389498,97.25
91,0.0032157983543196073,97.08333333333333
92,0.0028886015301686713,97.31666666666666
93,0.0029739272231478634,97.15
94,0.002823216473935948,97.29166666666667
95,0.0027948791241700142,97.29166666666667
96,0.0026256557274027727,97.725
97,0.002836870886734687,97.4
98,0.002855596619726081,97.30833333333334
99,0.002441284312187539,97.69166666666666
100,0.0025735930670731854,97.49166666666666
101,0.002075586206536779,98.25833333333334
102,0.002364705319312634,97.78333333333333
103,0.002101695403543999,98.05833333333334
104,0.0023978898432445326,97.75
105,0.0023097667029942388,97.75833333333334
106,0.0018382798008533428,98.4
107,0.001737885702389273,98.36666666666666
108,0.001995010459431796,98.23333333333333
109,0.001994073221362972,98.16666666666667
110,0.0019343633904063608,98.13333333333334
111,0.0017215239353584669,98.35
112,0.0013925789743467855,98.6
113,0.001453324201858777,98.66666666666667
114,0.0015246679396805122,98.55
115,0.0017563671928073744,98.325
116,0.001511907096079085,98.45833333333333
117,0.0014146420380153964,98.79166666666667
118,0.0014616876679404717,98.66666666666667
119,0.0014373183062756046,98.59166666666667
120,0.0014517289536452153,98.575
